pop_size,generations,crossover_rate,mutation_rate,k,crossover_type,mutation_type,best_distance,runtime,fitness_gen_100_best,fitness_gen_100_avg,fitness_gen_200_best,fitness_gen_200_avg,fitness_gen_300_best,fitness_gen_300_avg,fitness_gen_400_best,fitness_gen_400_avg,fitness_gen_500_best,fitness_gen_500_avg
200,500,0.7,0.3,3,edg,reverse,25009.920083072135,153.82624673843384,54509.14392723997,58196.643977582855,35918.91041511475,37264.305840638175,28613.908830525434,30062.40837297279,26238.534169636772,27480.21332563756,25009.920083072135,26274.637503588256
200,500,0.7,0.3,5,ordered,swap,37838.49124521004,99.40163159370422,60315.551803140304,63254.551653309914,49481.58131129258,51340.96164441923,41444.735318334526,42464.42750098198,39683.080772354115,40932.97871631639,37838.49124521004,39611.19554929752
200,500,0.7,0.3,5,ordered,reverse,24225.28035358487,95.95147562026978,52927.906756632794,55112.030010145594,34299.9649354208,36709.26860494809,27356.529832516004,28335.285281529672,25971.679511603576,27194.010639072185,24225.28035358487,25157.19063716668
200,500,0.7,0.3,5,edg,swap,26298.67142125557,148.54486179351807,40414.72141454146,43341.40146570411,31735.93440616555,34407.41226236624,27032.669071275122,28357.23278887565,26484.38955662734,27967.122139992563,26298.67142125557,27566.536839750763
200,500,0.7,0.3,5,edg,reverse,23451.00499463678,153.89831352233887,43820.64964202371,45638.44015083708,29414.35211228157,30619.265863154254,24881.05029545224,25779.102110507993,23960.38801277642,25040.30734435984,23451.00499463678,24431.086445202032
200,500,0.9,0.1,3,ordered,swap,47103.69859262276,98.80717945098877,67970.96797471483,70010.87396816727,54545.55381386489,55593.42857194455,50288.142880310596,50957.56932182198,48103.65618048089,48494.59657660639,47103.69859262276,47451.11940504138
200,500,0.9,0.1,3,ordered,reverse,28851.962473522864,99.16877675056458,60283.88035761518,63572.72037938307,40721.72211073868,41783.76538283981,33259.742713922875,34001.81696011624,30412.127355474648,31149.91297910161,28851.962473522864,29055.385230484786
200,500,0.9,0.1,3,edg,swap,29269.297468125853,169.7391595840454,55649.77170934741,66797.44177031961,43835.78812215148,44746.06941318887,35989.795017301665,37045.52442478333,32432.62560414416,33293.92601480817,29269.297468125853,29859.31226500876
200,500,0.9,0.1,3,edg,reverse,27461.554689880246,170.58162188529968,56970.49496873176,66015.14343853295,40384.45159947053,40744.68817925248,32938.809882048095,33471.89064297722,28561.081983109663,29056.707616853775,27461.554689880246,27751.448975528696
200,500,0.9,0.1,5,ordered,swap,44693.84436020475,92.69227981567383,65969.38428310941,68507.06936650569,52667.04770614993,53827.15924519185,50314.10382082648,51530.21010684554,46070.4897562503,46562.54994231686,44693.84436020475,45127.385749131645
200,500,0.9,0.1,5,ordered,reverse,24460.0878008896,96.5275764465332,50926.839206207456,51911.18816826947,32962.83021511331,33135.78724587384,28098.953288154993,28479.704257079517,26419.566666014412,27115.531147957383,24460.0878008896,24695.856225770014
200,500,0.9,0.1,5,edg,swap,28446.984524858686,167.72354531288147,42069.12589156168,43056.825651463594,35615.85310705393,36808.57991280354,30918.869167036733,31295.009046668514,30091.16106859111,30726.993872089293,28446.984524858686,28869.310577920507
200,500,0.9,0.1,5,edg,reverse,27555.077063828045,169.3075075149536,46115.184941301995,47328.92685660097,34006.50637332962,34700.18152880584,30072.518635604985,30487.32236257307,27775.194940892026,28102.47567122491,27555.077063828045,27858.805680174635
200,500,0.9,0.3,3,ordered,swap,38959.70140994733,102.2184145450592,64710.09001854916,71114.1293789171,52395.15088194968,55540.57948593414,44511.99981832069,47907.88813471622,41385.88415170002,44685.092761292515,38959.70140994733,41539.08998426224
200,500,0.9,0.3,3,ordered,reverse,25876.47268439387,100.35920548439026,77452.16569016714,83176.04760271934,52994.95865669239,58473.46733198943,36992.421400192885,38611.88547815856,29926.629779910418,31892.169049781867,25876.47268439387,26987.230687369738
200,500,0.9,0.3,3,edg,swap,29687.66819719295,172.98944354057312,60019.511980207426,73209.56959274245,52747.49143404359,68977.02262514013,46117.20386848577,58060.79559466036,34223.651214609155,36562.905722996016,29687.66819719295,31604.21631581727
200,500,0.9,0.3,3,edg,reverse,23808.300112515466,168.3305082321167,62199.089794875705,74127.59280940908,44923.87254844934,47168.90468910865,32759.132816469337,34117.509747598815,26039.979373694183,27436.775898222775,23808.300112515466,24588.79724713305
200,500,0.9,0.3,5,ordered,swap,38900.462121196346,93.20327544212341,58121.901397839334,60960.31798298005,45488.509950739906,48015.68206471741,41435.51781939001,43148.03465208445,39662.83560622267,41213.5120985597,38900.462121196346,40784.26308461916
200,500,0.9,0.3,5,ordered,reverse,24541.298352599966,95.82326292991638,48125.10656773974,50121.615420170616,30144.479883441458,31892.37527784963,27183.788772935623,28234.674273924233,25378.17979956748,26194.713961740097,24541.298352599966,26847.451750073702
200,500,0.9,0.3,5,edg,swap,25280.86406845195,170.01772379875183,45892.497555415015,47981.35767542471,31557.873590055166,34619.0825519962,26858.888944094786,28137.411577918996,25624.389775954496,27453.45993906705,25280.86406845195,27057.215202199077
200,500,0.9,0.3,5,edg,reverse,23323.602537304585,161.07222747802734,44960.4826167006,46810.36544654087,30619.92519033893,31561.952336584753,24833.323067763384,25548.481925386204,24066.594090229468,25023.050992036675,23323.602537304585,24052.17559687546
500,500,0.7,0.1,3,ordered,swap,36577.59214257036,231.8148374557495,58362.60221886025,60568.97665991201,45638.348864909945,46448.72175912724,39412.665714712435,40391.00619266301,38518.35568725553,39061.83339621416,36577.59214257036,37153.274989303325
500,500,0.7,0.1,3,ordered,reverse,23682.41652501941,229.15607953071594,55401.61311680538,58663.39340537497,35982.454448423974,37374.919918391264,27706.10780276016,28631.127961613343,24625.761377069666,26595.99044918306,23682.41652501941,24033.54837252627
500,500,0.7,0.1,3,edg,swap,25510.792091369232,369.23404026031494,44408.99883220112,46487.35187528145,33199.43874606559,33981.38446852773,28996.234167761875,29470.53309890372,26630.410178684946,27128.44997209239,25510.792091369232,26156.865814622408
500,500,0.7,0.1,3,edg,reverse,24627.777771757705,373.4513609409332,45161.685565367574,49644.777335455896,32526.886733719213,33183.46794236082,28902.15675661521,29183.427143670477,25331.812732091545,25784.554980681387,24627.777771757705,24870.628061308744
500,500,0.7,0.1,5,ordered,swap,32270.740433239564,232.62345552444458,55244.447547959004,57603.08496284669,40860.71137210953,42496.780942661615,37187.44860887135,38484.9551704166,34875.88134733722,35647.21699507246,32270.740433239564,32811.34547916291
500,500,0.7,0.1,5,ordered,reverse,23133.084116750884,233.2302315235138,49889.12250653349,51938.75706253345,32032.6721773972,32675.061035185143,26322.610013457153,26761.0163328454,24086.92055271381,24526.381510523704,23133.084116750884,23349.43177649189
500,500,0.7,0.1,5,edg,swap,24901.245650476285,376.3246371746063,35776.55598327034,37221.36822788175,27512.26388650888,28435.706744777537,26011.08494358758,26589.573282237914,25021.45127374508,25626.480173177828,24901.245650476285,25555.199788778777
500,500,0.7,0.1,5,edg,reverse,23768.766844820322,380.6012179851532,35817.29742307657,36628.12040934627,29716.42018138755,30011.338539068616,25293.401469083405,25822.076710112044,24902.287295200254,25130.86422583849,23768.766844820322,24132.864187095583
500,500,0.7,0.3,3,ordered,swap,35499.18570163491,234.0165615081787,64682.26268529899,72446.69571878122,49858.663237866225,53309.48195213404,39584.74701032641,41732.27151707354,36718.185113958236,39452.06566184699,35499.18570163491,37670.42648744957
500,500,0.7,0.3,3,ordered,reverse,24368.204952532084,232.9304234981537,60281.49047656817,66327.15089642383,36910.702538155834,39700.27887883154,30361.5776888306,32225.848723772608,26592.447349972907,28100.594940582985,24368.204952532084,26012.046272205942
500,500,0.7,0.3,3,edg,swap,25727.462892972584,380.6384210586548,54535.84152214598,66299.40527739745,38689.834446914705,43264.8427512133,29288.550337496064,31642.96045827576,26152.048202831786,28093.502636074445,25727.462892972584,27183.304020409545
500,500,0.7,0.3,3,edg,reverse,23050.00358277026,367.0185868740082,52779.26024410831,60512.71576752979,34728.24044047301,38022.25197503676,27000.158309087365,28194.866698669284,23278.33665201741,24163.558006242776,23050.00358277026,23975.168407106103
500,500,0.7,0.3,5,ordered,swap,35354.28120898524,229.74185180664062,57913.06256802964,60246.438892011036,44378.17570857028,46460.43192655363,38657.47351878275,41499.84577510234,36518.480150489195,37899.42010276365,35354.28120898524,36958.892433134315
500,500,0.7,0.3,5,ordered,reverse,22499.542829271053,232.68737983703613,43701.99560417953,46014.78212895391,27282.869919308185,28530.95895768074,23215.746235327133,24882.046526919035,22499.542829271053,23373.054373134517,22499.542829271053,23055.136840547686
500,500,0.7,0.3,5,edg,swap,25234.687569938702,367.3488435745239,37322.70307645157,41028.8355805221,27328.901649816446,29339.703495796763,25350.680625321424,26821.14272284882,25234.687569938702,26832.65504374793,25234.687569938702,26819.09706281145
500,500,0.7,0.3,5,edg,reverse,22057.76258747419,372.165283203125,36508.84081071027,38854.319286706304,24601.76318801457,25949.23380900874,22186.755583204642,22901.255385963093,22057.76258747419,23000.08637241719,22057.76258747419,22744.1699008047
500,500,0.9,0.1,3,ordered,swap,35177.79217085184,236.15978145599365,60523.390265117654,63623.918408289996,45543.9064714611,47185.431342507945,39572.19873936084,40510.86622291424,36228.27964769701,37132.43844299543,35177.79217085184,36015.02129866843
500,500,0.9,0.1,3,ordered,reverse,27456.15441755854,241.41115379333496,66782.14084108965,71932.65956307923,39535.30682600199,40426.163291325276,30363.6633081278,31412.61217107262,28351.336671372082,28780.26458759384,27456.15441755854,27928.821426615294
500,500,0.9,0.1,3,edg,swap,45385.182059225364,441.1953835487366,56847.72209513305,72976.51542488058,50498.64030698776,66211.42040788557,47907.47058202488,62759.13632247408,47882.022538070334,60665.50691346217,45385.182059225364,56209.00930753584
500,500,0.9,0.1,3,edg,reverse,43374.90178634785,447.95318365097046,56369.50092694275,71495.24693673386,45216.21746985239,62842.67516528302,45216.21746985239,60355.33630614999,43660.20825090056,57997.06724126977,43374.90178634785,59956.229664094506
500,500,0.9,0.1,5,ordered,swap,33801.48774212849,244.69162011146545,50346.16092414615,54865.80779615481,41652.8977849369,43752.2803556518,36673.66490306316,37118.74226658568,35096.74619152969,36663.40737516703,33801.48774212849,34299.27394278336
500,500,0.9,0.1,5,ordered,reverse,24376.790790208852,240.06975483894348,46213.536288103016,47847.59595356039,31398.897483725086,32648.52600803665,27361.29752299925,27785.769920850486,25182.71368646538,25698.436979066402,24376.790790208852,25308.587569931842
500,500,0.9,0.1,5,edg,swap,23905.287865759725,425.72752380371094,41434.032534223275,43396.50395925801,30762.877799971444,31981.426938723354,27184.014806978717,28273.308275616153,25231.97144330124,25677.806785191526,23905.287865759725,24502.968883087156
500,500,0.9,0.1,5,edg,reverse,23671.991767394386,411.2856287956238,37057.568285450354,38101.45431141894,29167.588410418102,29922.47236203536,26544.70557866091,26830.30194607505,25408.349699929073,25831.37560820104,23671.991767394386,23996.101261892552
500,500,0.9,0.3,3,ordered,swap,36071.22564141341,244.3745608329773,71588.25947561789,83535.92004210464,47467.89956618743,52761.355259555035,39295.99881040225,42369.738093177366,36817.18940011614,39066.82742869959,36071.22564141341,37972.505335214264
500,500,0.9,0.3,3,ordered,reverse,25611.126866782415,241.33321118354797,64385.70516402762,73305.31345409478,48018.72342135079,51708.63533869972,33172.70220944167,34871.59621446013,28134.771315507543,29215.196702745037,25611.126866782415,27511.89706446769
500,500,0.9,0.3,3,edg,swap,51656.766664470466,455.4480953216553,56541.673080620814,74363.17325034771,54567.14632006747,71560.56487605388,52499.45629922561,71935.92221527442,52129.29775122228,71973.98090474655,51656.766664470466,69643.05435286551
500,500,0.9,0.3,3,edg,reverse,49823.19873788308,468.4022195339203,56847.705069277654,75607.99418874137,51777.92766305366,70358.11404694142,51063.151294137715,72993.23248647709,50676.613869908746,68347.82866051597,49823.19873788308,65395.21722775117
500,500,0.9,0.3,5,ordered,swap,36152.339824358125,240.23147010803223,51801.36974417534,54682.608552434314,42955.35206793873,45322.416161926085,39683.52947642952,41618.48795455306,37837.39733242455,39739.50869026269,36152.339824358125,37748.90132295533
500,500,0.9,0.3,5,ordered,reverse,22674.289133533748,236.23988318443298,49492.09795004374,53054.074791456216,31102.290727917385,33359.072978404205,25630.83848078316,26979.63594322186,22988.301106243325,24764.489578747318,22674.289133533748,23661.039000400568
500,500,0.9,0.3,5,edg,swap,24892.74072858586,454.1669952869415,46162.98454175525,59286.59014463961,28760.897738938966,31042.437822913438,26434.56786410912,28224.306815196363,24960.12694464579,26797.334753892585,24892.74072858586,26879.083689461768
500,500,0.9,0.3,5,edg,reverse,22529.131834347627,422.5357015132904,42783.780508913995,51219.67846826814,25693.041025664643,26679.177547060517,23126.798776584823,24158.589607313865,22809.25530684143,23660.00405788131,22529.131834347627,23496.485314919282
